rainfall data copyright Foley Matthews 2018,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
27,12,1,4
58,14,1,4
58,14,1,4
34,13,2,4
34,13,2,4
30,2,3,4
30,2,3,4
22,12,3,4
22,12,3,4
29,13,3,4
29,13,3,4
50,16,3,4
50,16,3,4
32,1,4,4
32,1,4,4
51,1,4,4
51,1,4,4
51,6,4,4
16,7,4,4
16,7,4,4
49,7,4,4
51,7,4,4
55,7,4,4
56,7,4,4
58,7,4,4
9,8,4,4
16,8,4,4
18,8,4,4
20,8,4,4
23,8,4,4
26,8,4,4
27,8,4,4
30,8,4,4
32,8,4,4
35,8,4,4
37,8,4,4
38,8,4,4
39,8,4,4
39,8,4,4
40,8,4,4
41,8,4,4
44,8,4,4
49,8,4,4
56,8,4,4
0,9,4,4
1,9,4,4
2,9,4,4
3,9,4,4
5,9,4,4
7,9,4,4
11,9,4,4
12,9,4,4
14,9,4,4
16,9,4,4
18,9,4,4
20,9,4,4
21,9,4,4
22,9,4,4
24,9,4,4
25,9,4,4
26,9,4,4
27,9,4,4
28,9,4,4
29,9,4,4
31,9,4,4
39,9,4,4
42,9,4,4
43,10,4,4
43,10,4,4
18,13,4,4
28,19,4,4
28,19,4,4
29,19,4,4
29,19,4,4
35,19,4,4
36,19,4,4
38,19,4,4
45,21,4,4
47,21,4,4
48,21,4,4
49,21,4,4
51,21,4,4
58,21,4,4
28,23,4,4
28,23,4,4
3,6,5,4
11,11,5,4
11,11,5,4
50,14,5,4
8,22,5,4
8,22,5,4
55,7,6,4
55,7,6,4
54,9,6,4
54,9,6,4
51,16,6,4
51,16,6,4
32,2,7,4
32,2,7,4
13,15,7,4
13,15,7,4
7,19,7,4
7,19,7,4
53,19,7,4
53,19,7,4
22,6,8,4
50,6,8,4
53,7,8,4
7,8,8,4
38,8,8,4
11,14,8,4
11,14,8,4
57,17,8,4
57,17,8,4
51,13,9,4
51,13,9,4
46,11,10,4
46,11,10,4
48,13,10,4
48,13,10,4
31,2,11,4
31,2,11,4
51,11,11,4
51,11,11,4
14,18,11,4
14,18,11,4
24,22,11,4
24,22,11,4
18,11,12,4
18,11,12,4
5,23,12,4
5,23,12,4
27,11,13,4
27,11,13,4
27,20,13,4
27,20,13,4
7,23,13,4
7,23,13,4
31,10,14,4
31,10,14,4
39,10,14,4
7,11,14,4
13,17,14,4
58,22,14,4
58,22,14,4
42,0,16,4
42,0,16,4
6,21,16,4
6,21,16,4
52,23,16,4
52,23,16,4
11,20,17,4
11,20,17,4
17,23,17,4
17,23,17,4
17,22,18,4
17,22,18,4
4,18,19,4
4,18,19,4
50,22,19,4
50,22,19,4
53,13,20,4
55,13,20,4
55,13,20,4
55,13,20,4
56,13,20,4
58,13,20,4
2,14,20,4
19,14,20,4
39,14,20,4
45,14,20,4
51,14,20,4
54,14,20,4
56,14,20,4
58,14,20,4
59,14,20,4
0,15,20,4
1,15,20,4
2,15,20,4
2,15,20,4
3,15,20,4
3,15,20,4
3,15,20,4
4,15,20,4
4,15,20,4
5,15,20,4
6,15,20,4
7,15,20,4
7,15,20,4
8,15,20,4
9,15,20,4
11,15,20,4
13,15,20,4
16,15,20,4
18,15,20,4
21,15,20,4
23,15,20,4
26,15,20,4
30,15,20,4
36,15,20,4
41,15,20,4
43,15,20,4
46,15,20,4
48,15,20,4
51,15,20,4
55,15,20,4
10,16,20,4
20,16,20,4
25,16,20,4
39,16,20,4
36,22,20,4
36,22,20,4
52,3,21,4
8,12,21,4
8,12,21,4
46,13,21,4
47,13,21,4
47,13,21,4
48,13,21,4
49,13,21,4
49,13,21,4
50,13,21,4
53,13,21,4
32,22,21,4
32,22,21,4
18,3,22,4
7,19,22,4
7,19,22,4
50,22,22,4
50,22,22,4
8,1,25,4
30,1,25,4
34,1,25,4
41,1,25,4
17,2,25,4
24,5,25,4
13,12,25,4
13,12,25,4
47,0,27,4
47,0,27,4
50,12,28,4
48,17,28,4
48,17,28,4
43,18,28,4
43,18,28,4
9,22,29,4
9,22,29,4
