"rainfall data copyright Foley Matthews 2007",,,
"each row below represents a rain event of 0.2mm",,,
"min","hour","day","month"
8,20,5,6
9,20,5,6
10,20,5,6
11,20,5,6
12,20,5,6
13,20,5,6
15,20,5,6
17,20,5,6
18,20,5,6
19,20,5,6
20,20,5,6
21,20,5,6
22,20,5,6
23,20,5,6
24,20,5,6
25,20,5,6
26,20,5,6
27,20,5,6
29,20,5,6
30,20,5,6
31,20,5,6
33,20,5,6
35,20,5,6
36,20,5,6
39,20,5,6
41,20,5,6
44,20,5,6
45,20,5,6
47,20,5,6
49,20,5,6
50,20,5,6
52,20,5,6
54,20,5,6
55,20,5,6
57,20,5,6
58,20,5,6
1,21,5,6
2,21,5,6
5,21,5,6
7,21,5,6
10,21,5,6
13,21,5,6
19,21,5,6
23,21,5,6
26,21,5,6
28,21,5,6
32,21,5,6
35,21,5,6
41,21,5,6
43,21,5,6
50,21,5,6
53,21,5,6
59,21,5,6
1,22,5,6
4,22,5,6
5,22,5,6
7,22,5,6
8,22,5,6
10,22,5,6
11,22,5,6
13,22,5,6
14,22,5,6
16,22,5,6
18,22,5,6
20,22,5,6
21,22,5,6
24,22,5,6
25,22,5,6
28,22,5,6
30,22,5,6
32,22,5,6
35,22,5,6
43,22,5,6
0,23,5,6
12,23,5,6
17,23,5,6
24,23,5,6
27,23,5,6
33,23,5,6
42,23,5,6
58,23,5,6
4,0,6,6
16,0,6,6
23,0,6,6
35,0,6,6
39,0,6,6
42,0,6,6
46,0,6,6
49,0,6,6
50,0,6,6
53,0,6,6
54,0,6,6
57,0,6,6
59,0,6,6
1,1,6,6
3,1,6,6
5,1,6,6
7,1,6,6
10,1,6,6
11,1,6,6
13,1,6,6
16,1,6,6
19,1,6,6
21,1,6,6
24,1,6,6
26,1,6,6
29,1,6,6
31,1,6,6
34,1,6,6
37,1,6,6
41,1,6,6
45,1,6,6
52,1,6,6
59,1,6,6
10,2,6,6
21,2,6,6
32,2,6,6
38,2,6,6
47,2,6,6
55,2,6,6
5,3,6,6
22,3,6,6
37,3,6,6
49,3,6,6
0,4,6,6
6,4,6,6
12,4,6,6
17,4,6,6
24,4,6,6
28,4,6,6
32,4,6,6
36,4,6,6
46,4,6,6
2,5,6,6
12,5,6,6
21,5,6,6
31,5,6,6
36,5,6,6
42,5,6,6
47,5,6,6
55,5,6,6
13,6,6,6
26,6,6,6
31,6,6,6
33,6,6,6
36,6,6,6
38,6,6,6
39,6,6,6
40,6,6,6
41,6,6,6
41,6,6,6
42,6,6,6
43,6,6,6
43,6,6,6
44,6,6,6
44,6,6,6
45,6,6,6
46,6,6,6
46,6,6,6
47,6,6,6
47,6,6,6
47,6,6,6
48,6,6,6
48,6,6,6
49,6,6,6
49,6,6,6
50,6,6,6
50,6,6,6
51,6,6,6
51,6,6,6
52,6,6,6
52,6,6,6
52,6,6,6
53,6,6,6
53,6,6,6
53,6,6,6
54,6,6,6
54,6,6,6
54,6,6,6
55,6,6,6
55,6,6,6
56,6,6,6
56,6,6,6
57,6,6,6
58,6,6,6
59,6,6,6
0,7,6,6
0,7,6,6
1,7,6,6
2,7,6,6
3,7,6,6
4,7,6,6
5,7,6,6
6,7,6,6
8,7,6,6
10,7,6,6
11,7,6,6
14,7,6,6
17,7,6,6
25,7,6,6
33,7,6,6
37,7,6,6
40,7,6,6
44,7,6,6
50,7,6,6
55,7,6,6
4,8,6,6
10,8,6,6
14,12,6,6
43,13,6,6
7,14,6,6
32,14,6,6
49,14,6,6
2,15,6,6
54,15,6,6
29,16,6,6
15,17,6,6
32,17,6,6
0,18,6,6
10,18,6,6
54,18,6,6
31,19,6,6
44,19,6,6
8,20,6,6
28,20,6,6
40,20,6,6
58,20,6,6
5,21,6,6
42,21,6,6
55,21,6,6
26,22,6,6
49,22,6,6
10,23,6,6
18,23,6,6
23,23,6,6
26,23,6,6
32,23,6,6
35,23,6,6
44,23,6,6
8,2,7,6
0,7,7,6
35,22,7,6
15,23,7,6
7,7,23,6
19,7,23,6
38,7,23,6
56,7,23,6
3,8,23,6
11,8,23,6
35,8,23,6
57,8,23,6
2,9,23,6
8,9,23,6
19,9,23,6
36,9,23,6
45,9,23,6
6,12,23,6
25,12,23,6
13,19,23,6
17,19,23,6
1,20,23,6
21,20,23,6
52,21,23,6
9,22,23,6
34,22,23,6
42,22,23,6
51,22,23,6
56,22,23,6
3,23,23,6
8,23,23,6
18,23,23,6
29,23,23,6
3,0,24,6
13,0,24,6
29,1,24,6
36,4,24,6
55,7,24,6
9,1,25,6
53,4,25,6
57,4,25,6
4,5,25,6
22,5,25,6
42,5,25,6
14,6,25,6
34,10,25,6
11,11,25,6
14,18,25,6
41,18,25,6
58,18,25,6
20,19,25,6
47,19,25,6
3,20,25,6
16,20,25,6
22,20,25,6
27,20,25,6
30,20,25,6
38,20,25,6
52,20,25,6
9,21,25,6
16,21,25,6
28,21,25,6
37,21,25,6
48,21,25,6
58,21,25,6
21,22,25,6
35,22,25,6
50,22,25,6
58,22,25,6
6,23,25,6
13,23,25,6
25,23,25,6
34,23,25,6
43,23,25,6
48,23,25,6
55,23,25,6
59,23,25,6
7,0,26,6
12,0,26,6
17,0,26,6
24,0,26,6
36,0,26,6
44,0,26,6
0,1,26,6
17,1,26,6
43,1,26,6
55,1,26,6
6,2,26,6
13,2,26,6
22,2,26,6
27,2,26,6
34,2,26,6
40,2,26,6
48,2,26,6
55,2,26,6
2,3,26,6
8,3,26,6
18,3,26,6
29,3,26,6
47,3,26,6
1,4,26,6
17,4,26,6
27,4,26,6
39,4,26,6
53,4,26,6
10,5,26,6
22,5,26,6
39,5,26,6
3,6,26,6
40,6,26,6
51,6,26,6
5,7,26,6
16,7,26,6
27,7,26,6
33,7,26,6
39,7,26,6
44,7,26,6
55,7,26,6
0,8,26,6
9,8,26,6
20,8,26,6
33,8,26,6
43,8,26,6
11,9,26,6
28,9,26,6
41,9,26,6
51,9,26,6
1,10,26,6
8,10,26,6
17,10,26,6
23,10,26,6
33,10,26,6
59,10,26,6
19,11,26,6
25,11,26,6
32,11,26,6
49,11,26,6
6,12,26,6
17,12,26,6
29,12,26,6
39,12,26,6
49,12,26,6
0,13,26,6
8,13,26,6
17,13,26,6
24,13,26,6
29,13,26,6
33,13,26,6
37,13,26,6
44,13,26,6
54,13,26,6
5,14,26,6
24,14,26,6
35,14,26,6
41,14,26,6
2,15,26,6
12,15,26,6
37,15,26,6
48,15,26,6
4,16,26,6
21,16,26,6
32,16,26,6
41,16,26,6
55,16,26,6
5,17,26,6
10,17,26,6
12,17,26,6
17,17,26,6
20,17,26,6
24,17,26,6
30,17,26,6
42,17,26,6
59,17,26,6
4,18,26,6
13,18,26,6
24,18,26,6
46,18,26,6
42,19,26,6
