"rainfall data copyright Foley Matthews 2007",,,
"each row below represents a rain event of 0.2mm",,,
"min","hour","day","month"
40,1,2,3
41,1,2,3
41,1,2,3
42,1,2,3
42,1,2,3
43,1,2,3
43,1,2,3
44,1,2,3
44,1,2,3
45,1,2,3
45,1,2,3
46,1,2,3
46,1,2,3
48,1,2,3
50,1,2,3
51,1,2,3
52,1,2,3
53,1,2,3
53,1,2,3
54,1,2,3
55,1,2,3
56,1,2,3
3,2,2,3
4,2,2,3
5,2,2,3
5,2,2,3
6,2,2,3
8,2,2,3
27,2,2,3
12,7,5,3
12,7,5,3
12,9,5,3
16,9,5,3
25,7,6,3
27,17,6,3
7,4,7,3
24,4,7,3
21,9,7,3
22,14,7,3
25,14,7,3
25,19,8,3
35,19,8,3
41,19,8,3
45,19,8,3
52,19,8,3
58,19,8,3
7,20,8,3
22,20,8,3
42,18,9,3
44,18,9,3
45,18,9,3
50,18,9,3
23,19,11,3
23,19,11,3
3,20,12,3
3,20,12,3
3,20,12,3
3,20,12,3
50,2,23,3
14,12,24,3
14,12,24,3
14,12,24,3
14,12,24,3
53,20,24,3
56,14,25,3
13,15,25,3
21,15,25,3
25,15,25,3
29,15,25,3
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
