rainfall data copyright Foley Matthews 2014,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
17,0,1,5
56,4,2,5
58,4,2,5
0,5,2,5
2,5,2,5
5,5,2,5
9,5,2,5
15,5,2,5
20,5,2,5
23,5,2,5
25,5,2,5
27,5,2,5
29,5,2,5
32,5,2,5
40,5,2,5
48,5,2,5
52,5,2,5
24,6,2,5
45,8,2,5
46,8,2,5
54,8,2,5
58,8,2,5
7,9,2,5
8,9,2,5
10,9,2,5
10,9,2,5
15,9,2,5
48,9,2,5
23,12,2,5
38,12,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
46,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
47,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
48,15,2,5
49,15,2,5
49,15,2,5
49,15,2,5
49,15,2,5
49,15,2,5
49,15,2,5
49,15,2,5
50,15,2,5
50,15,2,5
50,15,2,5
50,15,2,5
50,15,2,5
51,15,2,5
52,15,2,5
4,16,2,5
46,16,4,5
46,16,4,5
49,16,4,5
49,16,4,5
16,15,11,5
16,15,11,5
53,21,15,5
53,21,15,5
54,21,15,5
55,21,15,5
56,21,15,5
57,21,15,5
59,21,15,5
3,22,15,5
17,7,16,5
9,23,17,5
10,23,17,5
11,23,17,5
11,23,17,5
12,23,17,5
13,23,17,5
13,23,17,5
14,23,17,5
21,23,17,5
43,23,17,5
14,14,18,5
14,14,18,5
20,14,18,5
40,13,19,5
34,9,21,5
38,9,21,5
38,9,21,5
20,17,24,5
20,17,24,5
1,14,31,5
