"rainfall data copyright Foley Matthews 2013",,,
"each row below represents a rain event of 0.2mm",,,
"min","hour","day","month"
36,1,1,4
45,15,3,4
47,15,3,4
48,15,3,4
49,15,3,4
50,15,3,4
51,15,3,4
52,15,3,4
52,15,3,4
52,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
53,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
54,15,3,4
55,15,3,4
55,15,3,4
56,15,3,4
56,15,3,4
56,15,3,4
57,15,3,4
57,15,3,4
58,15,3,4
58,15,3,4
59,15,3,4
59,15,3,4
0,16,3,4
0,16,3,4
1,16,3,4
2,16,3,4
2,16,3,4
4,16,3,4
5,16,3,4
7,16,3,4
52,13,4,4
54,13,4,4
55,13,4,4
55,13,4,4
2,14,4,4
54,1,5,4
49,11,5,4
43,2,6,4
50,2,6,4
57,3,6,4
11,4,6,4
1,16,7,4
58,12,9,4
12,14,9,4
14,13,10,4
14,13,10,4
15,13,10,4
17,13,10,4
18,13,10,4
19,13,10,4
21,13,10,4
24,13,10,4
25,0,11,4
25,0,11,4
33,12,12,4
34,12,12,4
36,12,12,4
38,12,12,4
39,12,12,4
2,18,12,4
7,18,12,4
10,18,12,4
11,18,12,4
12,18,12,4
13,18,12,4
38,22,12,4
56,23,12,4
58,23,12,4
59,23,12,4
0,0,13,4
2,0,13,4
28,0,13,4
48,1,13,4
50,1,13,4
51,1,13,4
3,2,13,4
4,2,13,4
5,2,13,4
14,5,13,4
18,5,13,4
22,5,13,4
1,6,13,4
9,6,13,4
10,6,13,4
12,6,13,4
14,6,13,4
16,6,13,4
18,6,13,4
43,6,13,4
0,7,13,4
11,7,13,4
14,7,13,4
16,7,13,4
18,7,13,4
20,7,13,4
21,7,13,4
23,7,13,4
25,7,13,4
29,7,13,4
32,7,13,4
35,7,13,4
39,7,13,4
43,7,13,4
46,7,13,4
54,7,13,4
0,8,13,4
11,8,13,4
18,8,13,4
25,8,13,4
32,8,13,4
40,8,13,4
45,8,13,4
55,8,13,4
8,9,13,4
11,9,13,4
14,9,13,4
16,9,13,4
18,9,13,4
20,9,13,4
22,9,13,4
25,9,13,4
26,9,13,4
28,9,13,4
31,9,13,4
34,9,13,4
37,9,13,4
39,9,13,4
41,9,13,4
45,9,13,4
48,9,13,4
56,9,13,4
2,10,13,4
7,10,13,4
11,10,13,4
14,10,13,4
21,10,13,4
44,10,13,4
47,10,13,4
55,10,13,4
0,11,13,4
8,11,13,4
14,11,13,4
17,11,13,4
21,11,13,4
28,11,13,4
30,11,13,4
33,11,13,4
36,11,13,4
42,11,13,4
56,11,13,4
8,12,13,4
23,12,13,4
43,12,13,4
9,16,13,4
32,16,13,4
17,14,16,4
18,14,16,4
19,14,16,4
20,14,16,4
21,14,16,4
