rainfall data copyright Foley Matthews 2020,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
44,9,1,2
44,9,1,2
48,13,1,2
48,13,1,2
14,0,3,2
14,0,3,2
10,12,3,2
10,12,3,2
47,20,3,2
47,20,3,2
3,22,3,2
48,22,3,2
53,23,3,2
53,23,3,2
8,0,4,2
54,6,4,2
36,14,4,2
36,14,4,2
0,1,5,2
0,1,5,2
7,8,5,2
7,8,5,2
36,1,7,2
36,1,7,2
19,9,7,2
11,2,8,2
11,2,8,2
58,21,8,2
58,21,8,2
59,14,9,2
23,19,10,2
23,19,10,2
50,0,11,2
50,0,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
23,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
24,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,11,11,2
25,20,11,2
25,20,11,2
29,22,11,2
54,8,12,2
59,14,12,2
27,17,12,2
34,17,12,2
40,17,12,2
45,17,12,2
47,17,12,2
48,17,12,2
49,17,12,2
49,17,12,2
52,17,12,2
54,17,12,2
55,17,12,2
58,17,12,2
1,18,12,2
8,18,12,2
14,18,12,2
19,18,12,2
21,18,12,2
24,18,12,2
28,18,12,2
29,18,12,2
31,18,12,2
32,18,12,2
33,18,12,2
34,18,12,2
35,18,12,2
36,18,12,2
37,18,12,2
38,18,12,2
39,18,12,2
40,18,12,2
43,18,12,2
46,18,12,2
50,18,12,2
54,18,12,2
1,19,12,2
10,19,12,2
31,22,12,2
36,22,12,2
41,22,12,2
47,22,12,2
8,23,12,2
10,23,12,2
16,23,12,2
17,23,12,2
27,23,12,2
29,23,12,2
29,23,12,2
35,23,12,2
38,23,12,2
39,23,12,2
40,23,12,2
41,23,12,2
44,23,12,2
47,23,12,2
51,23,12,2
54,23,12,2
56,23,12,2
58,23,12,2
59,23,12,2
1,0,13,2
3,0,13,2
5,0,13,2
6,0,13,2
8,0,13,2
10,0,13,2
12,0,13,2
14,0,13,2
16,0,13,2
18,0,13,2
20,0,13,2
22,0,13,2
24,0,13,2
27,0,13,2
29,0,13,2
32,0,13,2
36,0,13,2
42,0,13,2
53,0,13,2
4,1,13,2
30,1,13,2
40,1,13,2
55,1,13,2
17,2,13,2
45,2,13,2
57,2,13,2
15,3,13,2
24,3,13,2
33,3,13,2
42,3,13,2
58,3,13,2
7,4,13,2
17,4,13,2
28,4,13,2
37,4,13,2
46,4,13,2
37,5,13,2
10,6,13,2
8,7,13,2
59,7,13,2
49,9,13,2
50,9,13,2
51,9,13,2
52,9,13,2
52,9,13,2
53,9,13,2
56,9,13,2
59,9,13,2
2,10,13,2
2,10,13,2
2,10,13,2
3,10,13,2
3,10,13,2
4,10,13,2
4,10,13,2
4,10,13,2
4,10,13,2
4,10,13,2
5,10,13,2
5,10,13,2
5,10,13,2
5,10,13,2
5,10,13,2
5,10,13,2
6,10,13,2
6,10,13,2
6,10,13,2
6,10,13,2
6,10,13,2
6,10,13,2
7,10,13,2
7,10,13,2
7,10,13,2
7,10,13,2
7,10,13,2
8,10,13,2
8,10,13,2
8,10,13,2
8,10,13,2
9,10,13,2
9,10,13,2
9,10,13,2
10,10,13,2
10,10,13,2
11,10,13,2
11,10,13,2
12,10,13,2
12,10,13,2
13,10,13,2
15,10,13,2
16,10,13,2
17,10,13,2
18,10,13,2
18,10,13,2
43,12,13,2
24,13,13,2
31,13,13,2
37,13,13,2
9,16,13,2
23,16,13,2
30,16,13,2
32,16,13,2
34,16,13,2
43,16,13,2
39,19,13,2
42,19,13,2
48,19,13,2
50,19,13,2
54,19,13,2
57,19,13,2
0,20,13,2
2,20,13,2
5,20,13,2
8,20,13,2
10,20,13,2
12,20,13,2
14,20,13,2
15,20,13,2
18,20,13,2
20,20,13,2
21,20,13,2
23,20,13,2
25,20,13,2
28,20,13,2
31,20,13,2
33,20,13,2
35,20,13,2
37,20,13,2
39,20,13,2
42,20,13,2
44,20,13,2
46,20,13,2
48,20,13,2
51,20,13,2
53,20,13,2
55,20,13,2
58,20,13,2
0,21,13,2
4,21,13,2
6,21,13,2
8,21,13,2
11,21,13,2
14,21,13,2
17,21,13,2
21,21,13,2
25,21,13,2
29,21,13,2
33,21,13,2
38,21,13,2
45,21,13,2
54,21,13,2
0,22,13,2
6,22,13,2
10,22,13,2
12,22,13,2
12,22,13,2
16,22,13,2
24,22,13,2
40,22,13,2
39,23,13,2
31,12,14,2
31,12,14,2
22,21,14,2
22,21,14,2
54,21,16,2
54,21,16,2
13,18,17,2
13,18,17,2
51,23,17,2
51,23,17,2
52,9,18,2
52,9,18,2
58,15,18,2
58,15,18,2
24,23,18,2
24,23,18,2
34,14,19,2
34,14,19,2
9,18,19,2
49,21,19,2
51,21,19,2
54,21,19,2
55,21,19,2
57,21,19,2
18,22,19,2
19,22,19,2
20,22,19,2
20,22,19,2
21,22,19,2
21,22,19,2
22,22,19,2
23,22,19,2
24,22,19,2
34,23,19,2
58,4,20,2
58,4,20,2
3,4,21,2
3,4,21,2
4,0,22,2
4,0,22,2
24,2,23,2
24,2,23,2
39,3,23,2
44,9,23,2
47,9,23,2
50,9,23,2
52,9,23,2
55,9,23,2
58,9,23,2
10,10,23,2
21,21,23,2
23,21,23,2
24,21,23,2
24,21,23,2
25,21,23,2
25,21,23,2
26,21,23,2
28,21,23,2
31,21,23,2
36,21,23,2
37,21,23,2
38,21,23,2
39,21,23,2
40,21,23,2
41,21,23,2
45,21,23,2
56,21,23,2
0,0,24,2
2,0,24,2
14,0,24,2
28,0,24,2
34,0,24,2
38,0,24,2
43,0,24,2
49,0,24,2
29,1,24,2
21,4,24,2
34,4,24,2
41,4,24,2
46,4,24,2
57,4,24,2
9,5,24,2
9,5,24,2
11,10,24,2
23,10,24,2
38,14,24,2
38,14,24,2
5,2,25,2
5,2,25,2
30,4,25,2
31,23,25,2
31,23,25,2
9,18,26,2
9,18,26,2
6,10,27,2
13,1,28,2
13,1,28,2
13,1,28,2
13,1,28,2
8,15,28,2
9,15,28,2
10,15,28,2
11,15,28,2
11,15,28,2
11,15,28,2
12,15,28,2
12,15,28,2
12,15,28,2
13,15,28,2
13,15,28,2
13,15,28,2
13,15,28,2
14,15,28,2
14,15,28,2
14,15,28,2
14,15,28,2
14,15,28,2
14,15,28,2
15,15,28,2
15,15,28,2
15,15,28,2
15,15,28,2
15,15,28,2
15,15,28,2
16,15,28,2
16,15,28,2
16,15,28,2
16,15,28,2
16,15,28,2
16,15,28,2
16,15,28,2
17,15,28,2
17,15,28,2
17,15,28,2
17,15,28,2
17,15,28,2
17,15,28,2
17,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
18,15,28,2
19,15,28,2
19,15,28,2
19,15,28,2
19,15,28,2
19,15,28,2
20,15,28,2
20,15,28,2
20,15,28,2
20,15,28,2
21,15,28,2
22,15,28,2
22,15,28,2
23,15,28,2
23,15,28,2
24,15,28,2
26,15,28,2
26,19,28,2
26,19,28,2
19,0,29,2
19,0,29,2
5,23,29,2
5,23,29,2
