rainfall data copyright Foley Matthews 2014,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
27,23,7,9
28,23,7,9
29,23,7,9
31,23,7,9
30,13,8,9
32,13,8,9
52,13,8,9
1,14,8,9
0,15,8,9
0,15,8,9
0,15,8,9
1,15,8,9
1,15,8,9
1,15,8,9
2,15,8,9
2,15,8,9
2,15,8,9
3,15,8,9
4,15,8,9
55,23,8,9
31,4,10,9
45,6,14,9
19,23,21,9
33,6,22,9
42,16,22,9
46,16,22,9
50,20,22,9
12,15,25,9
13,15,25,9
14,15,25,9
14,15,25,9
15,15,25,9
15,15,25,9
15,15,25,9
16,15,25,9
16,15,25,9
16,15,25,9
17,15,25,9
17,15,25,9
18,15,25,9
18,15,25,9
19,15,25,9
20,15,25,9
21,15,25,9
22,15,25,9
22,15,25,9
23,15,25,9
23,15,25,9
23,15,25,9
23,15,25,9
24,15,25,9
24,15,25,9
24,15,25,9
24,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
25,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
26,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
27,15,25,9
28,15,25,9
28,15,25,9
28,15,25,9
28,15,25,9
28,15,25,9
28,15,25,9
28,15,25,9
29,15,25,9
29,15,25,9
29,15,25,9
29,15,25,9
29,15,25,9
29,15,25,9
30,15,25,9
30,15,25,9
31,15,25,9
33,15,25,9
49,15,25,9
50,15,25,9
50,15,25,9
51,15,25,9
51,15,25,9
52,15,25,9
52,15,25,9
53,15,25,9
53,15,25,9
54,15,25,9
54,15,25,9
55,15,25,9
55,15,25,9
56,15,25,9
59,15,25,9
6,16,25,9
8,16,25,9
9,16,25,9
10,16,25,9
11,16,25,9
11,16,25,9
12,16,25,9
13,16,25,9
14,16,25,9
17,16,25,9
20,16,25,9
24,16,25,9
27,16,25,9
31,16,25,9
37,16,25,9
45,23,25,9
