"rainfall data copyright Foley Matthews 2012",,,
"each row below represents a rain event of 0.2mm",,,
"min","hour","day","month"
57,9,5,11
57,9,5,11
57,9,5,11
57,9,5,11
48,18,5,11
48,18,5,11
35,17,9,11
48,17,9,11
59,17,9,11
4,18,9,11
7,18,9,11
11,18,9,11
15,18,9,11
20,18,9,11
23,18,9,11
25,18,9,11
31,18,9,11
33,18,9,11
37,18,9,11
41,18,9,11
47,18,9,11
53,18,9,11
2,19,9,11
11,19,9,11
27,20,9,11
34,20,9,11
48,20,9,11
5,21,9,11
11,21,9,11
17,21,9,11
21,21,9,11
25,21,9,11
28,21,9,11
35,21,9,11
43,21,9,11
52,21,9,11
59,21,9,11
6,22,9,11
13,22,9,11
21,22,9,11
32,22,9,11
41,22,9,11
50,22,9,11
59,22,9,11
5,23,9,11
17,23,9,11
34,23,9,11
1,0,10,11
34,0,10,11
6,1,10,11
38,1,10,11
9,4,10,11
16,4,10,11
25,4,10,11
33,4,10,11
40,4,10,11
49,4,10,11
1,5,10,11
23,5,10,11
44,5,10,11
2,6,10,11
33,6,10,11
56,7,10,11
18,8,10,11
28,8,10,11
29,8,10,11
31,8,10,11
32,8,10,11
33,8,10,11
34,8,10,11
35,8,10,11
35,8,10,11
36,8,10,11
37,8,10,11
38,8,10,11
38,8,10,11
39,8,10,11
40,8,10,11
42,8,10,11
44,8,10,11
47,8,10,11
50,8,10,11
54,8,10,11
0,9,10,11
5,9,10,11
9,9,10,11
13,9,10,11
14,9,10,11
15,9,10,11
17,9,10,11
19,9,10,11
21,9,10,11
23,9,10,11
26,9,10,11
30,9,10,11
42,9,10,11
44,9,10,11
46,9,10,11
49,9,10,11
52,9,10,11
54,9,10,11
56,9,10,11
59,9,10,11
3,10,10,11
8,10,10,11
13,10,10,11
20,10,10,11
23,10,10,11
26,10,10,11
28,10,10,11
33,10,10,11
38,10,10,11
45,10,10,11
49,10,10,11
52,10,10,11
56,10,10,11
59,10,10,11
3,11,10,11
7,11,10,11
15,11,10,11
23,11,10,11
17,12,10,11
51,12,10,11
29,13,10,11
52,13,10,11
4,14,10,11
16,14,10,11
22,14,10,11
31,14,10,11
51,14,10,11
35,16,10,11
46,17,10,11
44,18,10,11
56,18,10,11
15,19,10,11
29,19,10,11
37,19,10,11
42,19,10,11
50,19,10,11
52,19,10,11
5,20,10,11
33,0,11,11
44,0,11,11
53,0,11,11
1,1,11,11
10,1,11,11
19,1,11,11
34,1,11,11
45,1,11,11
59,1,11,11
10,2,11,11
24,2,11,11
36,2,11,11
55,3,11,11
8,4,11,11
21,4,11,11
4,7,11,11
22,10,17,11
23,10,17,11
23,10,17,11
23,10,17,11
23,10,17,11
24,10,17,11
24,10,17,11
24,10,17,11
25,10,17,11
25,10,17,11
25,10,17,11
25,10,17,11
25,10,17,11
25,10,17,11
25,10,17,11
26,10,17,11
26,10,17,11
26,10,17,11
26,10,17,11
26,10,17,11
26,10,17,11
26,10,17,11
27,10,17,11
27,10,17,11
27,10,17,11
27,10,17,11
27,10,17,11
27,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
28,10,17,11
29,10,17,11
29,10,17,11
29,10,17,11
29,10,17,11
30,10,17,11
