rainfall data copyright Foley Matthews 2022,,,
each row below represents a rain event of 0.2mm,,,
min,hour,day,month
59,12,1,7
7,13,1,7
18,13,1,7
27,13,1,7
36,13,1,7
44,13,1,7
52,13,1,7
9,14,1,7
25,14,1,7
47,14,1,7
16,15,1,7
35,15,1,7
42,15,1,7
49,15,1,7
55,15,1,7
1,16,1,7
8,16,1,7
15,16,1,7
32,16,1,7
42,16,1,7
50,16,1,7
1,17,1,7
7,17,1,7
10,17,1,7
14,17,1,7
19,17,1,7
24,17,1,7
27,17,1,7
30,17,1,7
32,17,1,7
35,17,1,7
39,17,1,7
43,17,1,7
47,17,1,7
51,17,1,7
55,17,1,7
58,17,1,7
1,18,1,7
4,18,1,7
8,18,1,7
12,18,1,7
17,18,1,7
21,18,1,7
24,18,1,7
29,18,1,7
33,18,1,7
41,18,1,7
49,18,1,7
58,18,1,7
6,19,1,7
13,19,1,7
19,19,1,7
26,19,1,7
33,19,1,7
42,19,1,7
52,19,1,7
5,20,1,7
25,20,1,7
30,20,1,7
32,20,1,7
38,20,1,7
47,20,1,7
55,20,1,7
1,21,1,7
5,21,1,7
10,21,1,7
16,21,1,7
23,21,1,7
26,21,1,7
30,21,1,7
34,21,1,7
39,21,1,7
46,21,1,7
53,21,1,7
9,22,1,7
35,22,1,7
0,23,1,7
12,23,1,7
19,23,1,7
22,23,1,7
27,23,1,7
33,23,1,7
37,23,1,7
42,23,1,7
53,23,1,7
55,23,1,7
57,23,1,7
58,23,1,7
59,23,1,7
0,0,2,7
1,0,2,7
2,0,2,7
4,0,2,7
7,0,2,7
11,0,2,7
18,0,2,7
26,0,2,7
35,0,2,7
40,0,2,7
44,0,2,7
48,0,2,7
57,0,2,7
10,1,2,7
24,1,2,7
45,1,2,7
59,1,2,7
11,2,2,7
20,2,2,7
29,2,2,7
45,2,2,7
21,3,2,7
54,3,2,7
17,4,2,7
38,4,2,7
53,4,2,7
2,5,2,7
8,5,2,7
16,5,2,7
32,5,2,7
54,5,2,7
3,6,2,7
53,6,2,7
47,8,2,7
34,9,2,7
6,10,2,7
11,11,2,7
37,11,2,7
22,12,2,7
41,13,2,7
6,11,3,7
40,14,4,7
42,16,4,7
24,17,4,7
32,18,4,7
10,19,4,7
38,19,4,7
52,19,4,7
9,20,4,7
48,20,4,7
11,21,4,7
33,21,4,7
45,21,4,7
54,21,4,7
13,22,4,7
24,22,4,7
32,22,4,7
41,22,4,7
48,22,4,7
0,23,4,7
8,23,4,7
22,23,4,7
40,23,4,7
49,23,4,7
57,23,4,7
6,0,5,7
15,0,5,7
22,0,5,7
30,0,5,7
40,0,5,7
53,0,5,7
5,1,5,7
13,1,5,7
25,1,5,7
32,1,5,7
38,1,5,7
49,1,5,7
56,1,5,7
1,2,5,7
9,2,5,7
20,2,5,7
43,2,5,7
17,3,5,7
33,3,5,7
54,3,5,7
8,4,5,7
40,4,5,7
54,4,5,7
26,5,5,7
37,5,5,7
58,5,5,7
49,7,5,7
10,8,5,7
58,8,5,7
18,9,5,7
21,10,5,7
32,10,5,7
41,10,5,7
50,10,5,7
25,11,5,7
33,11,5,7
52,11,5,7
26,12,5,7
4,13,5,7
14,13,5,7
20,13,5,7
32,13,5,7
37,13,5,7
44,13,5,7
48,13,5,7
54,13,5,7
0,14,5,7
8,14,5,7
18,14,5,7
56,14,5,7
28,15,5,7
3,17,5,7
14,17,5,7
47,17,5,7
34,0,6,7
47,0,6,7
59,0,6,7
6,1,6,7
11,1,6,7
16,1,6,7
56,1,6,7
40,3,6,7
55,3,6,7
4,4,6,7
12,4,6,7
14,4,6,7
19,4,6,7
32,4,6,7
0,5,6,7
15,5,6,7
54,6,6,7
56,6,6,7
59,6,6,7
3,7,6,7
9,7,6,7
14,7,6,7
16,7,6,7
19,7,6,7
20,7,6,7
22,7,6,7
23,7,6,7
23,7,6,7
23,7,6,7
24,7,6,7
25,7,6,7
26,7,6,7
26,7,6,7
27,7,6,7
27,7,6,7
27,7,6,7
28,7,6,7
28,7,6,7
29,7,6,7
30,7,6,7
31,7,6,7
31,7,6,7
33,7,6,7
33,7,6,7
34,7,6,7
35,7,6,7
36,7,6,7
37,7,6,7
38,7,6,7
38,7,6,7
39,7,6,7
39,7,6,7
39,7,6,7
40,7,6,7
41,7,6,7
41,7,6,7
42,7,6,7
43,7,6,7
43,7,6,7
44,7,6,7
44,7,6,7
44,7,6,7
45,7,6,7
45,7,6,7
46,7,6,7
46,7,6,7
47,7,6,7
47,7,6,7
48,7,6,7
49,7,6,7
50,7,6,7
50,7,6,7
52,7,6,7
56,7,6,7
0,8,6,7
4,8,6,7
12,8,6,7
21,8,6,7
17,14,12,7
26,14,12,7
44,14,12,7
55,14,12,7
3,15,12,7
10,15,12,7
15,15,12,7
21,15,12,7
26,15,12,7
32,15,12,7
44,15,12,7
53,15,12,7
6,16,12,7
24,16,12,7
48,16,12,7
54,17,12,7
19,1,13,7
31,3,21,7
34,3,21,7
8,4,21,7
28,4,21,7
48,4,21,7
9,5,21,7
8,8,21,7
13,8,21,7
17,8,21,7
42,9,21,7
43,9,21,7
44,9,21,7
47,9,21,7
20,11,21,7
22,11,21,7
28,11,21,7
31,11,21,7
53,14,21,7
2,16,21,7
29,18,21,7
6,20,21,7
15,20,21,7
18,20,21,7
19,20,21,7
22,20,21,7
